887.640380 864.110410
887.711790 864.110410
888.890080 864.146120
889.389950 864.217530
889.604190 864.217530
889.711300 864.217530
889.747010 864.217530
889.711300 864.253230
889.675600 864.253230
889.604190 864.288940
889.532780 864.288940
889.425660 864.324650
889.318540 864.324650
889.175720 864.253230
888.997190 864.253230
888.890080 864.217530
888.747250 864.110410
888.604430 864.003300
888.461610 863.896180
888.354490 863.789060
888.175960 863.753360
887.997440 863.717650
887.747500 863.610530
887.461850 863.610530
887.176210 863.539120
886.819150 863.539120
886.426390 863.539120
886.069340 863.539120
885.676570 863.610530
885.319520 863.610530
885.033870 863.574830
884.712520 863.503420
884.498290 863.539120
884.284060 863.503420
884.034120 863.503420
883.677060 863.539120
883.320010 863.646240
882.998660 863.717650
882.713010 863.646240
882.391660 863.610530
882.106020 863.610530
881.927490 863.539120
881.748960 863.432010
881.641850 863.324890
881.606140 863.217770
881.606140 863.146360
881.677550 863.003540
881.713260 862.825010
881.748960 862.753600
881.784670 862.646480
881.784670 862.610780
881.713260 862.575070
881.570430 862.539370
881.499020 862.539370
881.391910 862.503660
881.320500 862.432250
881.213380 862.325130
881.070560 862.325130
880.963440 862.325130
880.892030 862.289430
880.784910 862.289430
880.677800 862.289430
880.570680 862.289430
880.392150 862.289430
880.213620 862.325130
880.035100 862.325130
879.535220 862.467960
878.999630 862.539370
878.642580 862.610780
878.392640 862.646480
878.249820 862.610780
878.106990 862.610780
877.964170 862.575070
877.821350 862.539370
877.642820 862.503660
877.428590 862.503660
877.428590 862.396550
877.571410 862.325130
877.500000 862.325130
877.321470 862.360840
877.071530 862.396550
876.821590 862.432250
876.535950 862.432250
876.250310 862.467960
876.071780 862.467960
875.928960 862.503660
875.893250 862.539370
875.750430 862.539370
875.607600 862.503660
875.464780 862.467960
875.214840 862.432250
874.964900 862.467960
874.714970 862.503660
874.465030 862.503660
874.215090 862.503660
873.965150 862.467960
873.679500 862.467960
873.500980 862.432250
873.358150 862.432250
873.251040 862.396550
873.251040 862.360840
873.286740 862.325130
873.322450 862.289430
873.393860 862.218020
873.465270 862.182310
873.465270 862.146610
873.500980 862.146610
873.536680 862.110900
873.536680 862.075200
873.465270 862.075200
873.322450 862.110900
873.108220 862.110900
872.965390 862.075200
872.786870 861.968080
872.608340 861.896670
872.536930 861.789550
872.465520 861.718140
872.322690 861.682430
872.179870 861.682430
872.108460 861.718140
872.072750 861.682430
872.072750 861.646730
872.144170 861.682430
872.251280 861.718140
872.429810 861.825260
872.608340 861.860960
872.751160 861.896670
872.929690 861.932370
873.072510 861.896670
873.286740 861.789550
873.536680 861.753850
873.822330 861.718140
874.000850 861.682430
874.143680 861.611020
874.179380 861.539610
874.215090 861.503910
874.250790 861.396790
874.322200 861.325380
874.393620 861.253970
874.357910 861.182560
874.250790 861.146850
874.143680 861.146850
874.107970 861.111150
874.036560 861.111150
874.036560 861.146850
874.000850 861.182560
874.036560 861.182560
874.036560 861.182560
874.072270 861.182560
874.107970 861.146850
874.215090 861.075440
874.393620 861.004030
874.643550 860.968320
874.964900 860.825500
875.250550 860.682680
875.571900 860.539860
875.857540 860.468440
876.143190 860.432740
876.464540 860.397030
876.785890 860.361330
877.035830 860.325620
877.214360 860.325620
877.321470 860.361330
877.321470 860.397030
877.321470 860.468440
877.285770 860.504150
877.321470 860.539860
877.392880 860.504150
877.428590 860.504150
877.464290 860.539860
877.464290 860.504150
877.428590 860.504150
877.357180 860.432740
877.321470 860.325620
877.214360 860.218510
877.107240 860.111390
876.857300 860.004270
876.571660 859.968570
876.250310 859.897160
875.893250 859.825740
875.607600 859.754330
875.321960 859.754330
875.072020 859.790040
874.857790 859.897160
874.679260 859.968570
874.572140 860.039980
874.465030 860.111390
874.357910 860.147090
874.322200 860.254210
874.322200 860.289920
874.393620 860.325620
874.572140 860.289920
874.750670 860.218510
874.964900 860.111390
875.179140 860.004270
875.464780 859.897160
875.821840 859.825740
876.214600 859.861450
876.607360 859.861450
877.035830 859.861450
877.464290 859.897160
877.928470 859.932860
878.392640 859.968570
878.856810 860.004270
879.285280 860.039980
879.713750 860.111390
880.142210 860.147090
880.570680 860.111390
881.034850 860.039980
881.570430 860.004270
882.106020 859.968570
882.641600 859.897160
883.141480 859.897160
883.641360 859.861450
884.212650 859.825740
884.712520 859.825740
885.176700 859.825740
885.605160 859.861450
885.890810 859.897160
886.069340 859.932860
886.247860 859.968570
886.319270 860.004270
886.426390 860.039980
886.462100 860.075680
886.462100 860.111390
886.497800 860.182800
886.462100 860.182800
886.462100 860.147090
886.533510 860.111390
886.640630 860.111390
886.712040 860.111390
886.854860 860.111390
886.997680 860.147090
887.104800 860.147090
887.283330 860.147090
887.461850 860.147090
887.783200 860.182800
888.140260 860.254210
888.533020 860.325620
888.925780 860.361330
889.389950 860.325620
889.889830 860.289920
890.461120 860.289920
890.961000 860.325620
891.460880 860.289920
891.889340 860.254210
892.210690 860.182800
892.496340 860.111390
892.710570 860.039980
892.853390 859.897160
892.853390 859.825740
892.781980 859.682920
892.674870 859.575810
892.567750 859.432980
892.532040 859.361570
892.496340 859.290160
892.496340 859.218750
892.460630 859.147340
892.353520 859.111630
892.282100 859.111630
892.139280 859.111630
891.996460 859.147340
891.853640 859.147340
891.675110 859.147340
891.532290 859.147340
891.353760 859.183040
891.175230 859.183040
891.068120 859.147340
890.961000 859.111630
890.853880 859.040220
890.746770 859.004520
890.532530 859.004520
890.246890 859.004520
889.854130 859.040220
889.389950 859.075930
888.925780 859.040220
888.354490 859.004520
887.818910 859.040220
887.319030 859.040220
886.926270 859.075930
886.497800 859.075930
886.176450 859.075930
885.926510 859.040220
885.747990 859.004520
885.605160 859.004520
885.462340 858.968810
885.283810 858.933110
885.105290 858.897400
884.891050 858.897400
884.605410 858.897400
884.319760 858.861690
884.141240 858.790280
883.927000 858.754580
883.712770 858.683170
883.534240 858.647460
883.391420 858.647460
883.248600 858.647460
883.070070 858.576050
882.891540 858.540340
882.784420 858.540340
882.748720 858.540340
882.641600 858.540340
882.570190 858.504640
882.463070 858.504640
882.355960 858.504640
882.248840 858.504640
882.177430 858.504640
882.141720 858.576050
882.106020 858.576050
881.963200 858.504640
881.677550 858.433230
881.356200 858.361820
881.034850 858.326110
880.749210 858.254700
880.463560 858.183290
880.213620 858.111880
879.892270 858.076170
879.570920 857.933350
879.249570 857.826230
878.963930 857.754820
878.749690 857.719120
878.571170 857.719120
878.356930 857.683410
878.142700 857.647710
877.857060 857.612000
877.571410 857.540590
877.250060 857.504880
876.821590 857.540590
876.428830 857.540590
875.928960 857.612000
875.429080 857.612000
874.964900 857.576290
874.465030 857.576290
874.000850 857.504880
873.500980 857.504880
873.001100 857.540590
872.644040 857.504880
872.322690 857.469180
872.037050 857.433470
871.929930 857.433470
871.858520 857.469180
871.822810 857.469180
871.751400 857.540590
871.787110 857.576290
871.894230 857.540590
872.001340 857.469180
872.037050 857.433470
872.144170 857.433470
872.286990 857.433470
872.358400 857.397770
872.429810 857.326350
872.572630 857.254940
872.715450 857.183530
872.822570 857.219240
872.893980 857.254940
873.036800 857.326350
873.215330 857.362060
873.358150 857.362060
873.500980 857.326350
873.608090 857.290650
873.715210 857.290650
873.750920 857.290650
873.750920 857.326350
873.715210 857.254940
873.679500 857.147830
873.536680 857.005000
873.393860 856.862180
873.286740 856.755070
873.215330 856.647950
873.143920 856.576540
873.108220 856.433720
873.072510 856.290890
873.108220 856.112370
873.215330 856.005250
873.322450 855.933840
873.465270 855.969540
873.572390 856.005250
873.679500 856.005250
873.750920 856.005250
873.822330 855.969540
873.893740 855.933840
873.893740 855.969540
873.929440 856.040950
873.929440 856.112370
873.893740 856.112370
873.893740 856.076660
873.893740 856.112370
873.858030 856.040950
873.750920 855.933840
873.643800 855.969540
873.572390 856.040950
873.465270 856.076660
873.393860 856.076660
873.251040 856.076660
873.143920 856.112370
872.929690 856.112370
872.715450 856.112370
872.501220 856.148070
872.394100 856.219480
872.358400 856.183780
872.251280 856.148070
872.251280 856.040950
872.215580 855.933840
872.251280 855.826720
872.322690 855.683900
872.501220 855.612490
872.715450 855.505370
873.001100 855.469670
873.179630 855.433960
873.322450 855.433960
873.500980 855.469670
873.608090 855.469670
873.715210 855.541080
873.858030 855.576780
873.929440 855.612490
874.000850 855.683900
874.143680 855.719600
874.250790 855.719600
874.357910 855.719600
874.500730 855.719600
874.607850 855.755310
874.714970 855.755310
874.822080 855.755310
874.929200 855.826720
875.000610 855.791020
875.036320 855.683900
875.000610 855.576780
874.929200 855.541080
874.857790 855.505370
874.750670 855.469670
874.643550 855.469670
